Id,SalePrice
1461,120499.99999999994
1462,157900.00000000006
1463,191999.99999999994
1464,155000.0
1465,213500.00000000017
1466,172784.99999999985
1467,172999.99999999985
1468,180999.99999999985
1469,176492.49984064494
1470,149899.99999999994
1471,190000.00000000012
1472,117999.99999999991
1473,88000.00000000001
1474,155000.0
1475,151999.99999999997
1476,426000.00000000006
1477,256299.99999999983
1478,236499.99999999983
1479,146999.9999999999
1480,386250.00000000006
1481,439999.9999999997
1482,202500.00000000003
1483,176432.0000000001
1484,198899.99999999997
1485,168499.9999999999
1486,183499.99999999985
1487,285000.0
1488,245350.00000000012
1489,250579.99999999983
1490,197499.99999999997
1491,196500.0000000001
1492,96499.99999999997
1493,185000.00000000006
1494,336999.9999999999
1495,254999.99999999985
1496,214000.0000000001
1497,187750.00000000003
1498,151000.0000000001
1499,151000.0000000001
1500,119500.0
1501,155000.0
1502,171899.99999999988
1503,317999.99999999994
1504,219999.99999999985
1505,226999.9999999998
1506,200000.00000000006
1507,240000.00000000015
1508,210000.0000000001
1509,187000.00000000017
1510,174900.0000000001
1511,149349.99999999988
1512,175499.99999999988
1513,171000.00000000003
1514,166999.99999999985
1515,237499.99999999994
1516,158999.99999999997
1517,165499.99999999994
1518,109999.99999999991
1519,214000.0000000001
1520,124499.99999999993
1521,147999.9999999999
1522,157499.99999999994
1523,143500.00000000012
1524,141000.0
1525,133500.0000000001
1526,131399.99999999988
1527,108000.0
1528,115000.00000000009
1529,150750.00000000012
1530,142999.9999999999
1531,108000.0
1532,119000.0000000001
1533,142000.00000000012
1534,120000.00000000006
1535,183200.00000000003
1536,105000.00000000004
1537,87500.0
1538,163999.99999999985
1539,336999.9999999999
1540,128000.00000000004
1541,171000.00000000003
1542,207499.99999999985
1543,159500.00000000006
1544,95000.00000000006
1545,66499.99999999997
1546,130999.99999999993
1547,91500.00000000001
1548,128500.00000000012
1549,66499.99999999997
1550,136500.0000000001
1551,110500.00000000003
1552,136500.0000000001
1553,177999.99999999994
1554,146999.9999999999
1555,139999.9999999999
1556,96499.99999999997
1557,176000.00000000003
1558,90999.99999999996
1559,138887.00000000012
1560,176000.00000000003
1561,190000.00000000012
1562,129000.00000000006
1563,123000.00000000003
1564,153336.99999999997
1565,190000.00000000012
1566,175899.99999999988
1567,106500.0
1568,211000.00000000017
1569,144999.99999999994
1570,98300.00000000003
1571,118963.99999999999
1572,149349.99999999988
1573,219999.99999999985
1574,174900.0000000001
1575,187499.99999999974
1576,187500.00000000006
1577,198899.99999999997
1578,139999.9999999999
1579,132999.99999999997
1580,192499.99999999985
1581,134000.00000000006
1582,133500.0000000001
1583,350000.0000000001
1584,268000.0000000001
1585,139999.9999999999
1586,72499.99999999996
1587,109999.99999999991
1588,130000.00000000006
1589,107000.00000000003
1590,124999.99999999991
1591,109999.99999999991
1592,102000.00000000003
1593,119900.00000000004
1594,144000.00000000012
1595,126999.99999999996
1596,179999.99999999997
1597,154299.9999999999
1598,183899.99999999985
1599,197000.00000000012
1600,213500.00000000017
1601,108000.0
1602,100000.00000000001
