Id,SalePrice
1461,135264.93199382603
1462,165861.98027163374
1463,228387.74843546204
1464,183995.4391995622
1465,224868.38375861672
1466,171488.8485693469
1467,151137.87264611796
1468,171488.8485693469
1469,188083.96146169284
1470,117130.29735888615
1471,201032.70663025804
1472,87787.32924034764
1473,87787.32924034764
1474,158167.46855501074
1475,142151.05842769172
1476,373892.9880571061
1477,252313.60171305924
1478,298167.73934281786
1479,252313.60171305924
1480,474648.02982879954
1481,378646.9257590209
1482,186357.47367179266
1483,176995.01958280927
1484,188083.96146169284
1485,152822.37105726096
1486,212293.82697488615
1487,320485.0884024796
1488,217114.20912743395
1489,188083.96146169284
1490,193148.06502391855
1491,188083.96146169284
1492,101202.26998317362
1493,171488.8485693469
1494,275104.94056853605
1495,275104.94056853605
1496,235799.98652082117
1497,188083.96146169284
1498,152822.37105726096
1499,152822.37105726096
1500,136146.41446780533
1501,173997.1087476627
1502,152822.37105726096
1503,311020.3713318272
1504,224868.38375861672
1505,235799.98652082117
1506,179902.11529824877
1507,212520.20316115953
1508,213285.4546509209
1509,158167.46855501074
1510,147946.4465002198
1511,147946.4465002198
1512,158167.46855501074
1513,142872.35139650447
1514,228387.74843546204
1515,181920.75746519098
1516,167694.11547374952
1517,147946.4465002198
1518,119290.22451768527
1519,214677.36959947308
1520,147946.4465002198
1521,147946.4465002198
1522,150168.1398170321
1523,106320.60043281046
1524,119857.32484089019
1525,131617.4786395197
1526,131617.4786395197
1527,95836.83008853077
1528,119857.32484089019
1529,147946.4465002198
1530,181920.75746519098
1531,133962.76790512365
1532,121213.40458744376
1533,147946.4465002198
1534,101202.26998317362
1535,181920.75746519098
1536,101202.26998317362
1537,76425.0731600959
1538,186357.47367179266
1539,233550.2999361106
1540,117768.54603739914
1541,181920.75746519098
1542,142984.46615781393
1543,216475.91649013612
1544,61084.675721078405
1545,122489.7867436257
1546,136146.41446780533
1547,132431.62655436268
1548,181920.75746519098
1549,87787.32924034764
1550,132431.62655436268
1551,121213.40458744376
1552,150056.86270985796
1553,132573.23186073478
1554,136146.41446780533
1555,180037.37475531356
1556,76425.0731600959
1557,132431.62655436268
1558,76425.0731600959
1559,102282.88616799808
1560,181920.75746519098
1561,158167.46855501074
1562,135264.93199382603
1563,119857.32484089019
1564,147946.4465002198
1565,158167.46855501074
1566,201032.70663025804
1567,61084.675721078405
1568,228387.74843546204
1569,180037.37475531356
1570,112093.24584288293
1571,133962.76790512365
1572,147946.4465002198
1573,235799.98652082117
1574,165091.8917658492
1575,201032.70663025804
1576,228387.74843546204
1577,188083.96146169284
1578,169330.2340217906
1579,135264.93199382603
1580,188083.96146169284
1581,131617.4786395197
1582,135264.93199382603
1583,320485.0884024796
1584,253480.42959516658
1585,147312.75925867926
1586,76425.0731600959
1587,98885.51676722139
